Temp,Humidity,Soil,Wind,Rainfall,Crop,Season,Irrigation
30.0,65.9,25.4,0.8,0.0,Corn,Autumn,1
25.5,48.5,32.8,8.6,2.0,Rice,Spring,0
34.7,73.6,27.9,0.1,2.0,Corn,Spring,0
34.5,76.2,13.7,8.1,0.5,Wheat,Winter,1
32.3,67.5,12.9,0.3,2.0,Rice,Summer,0
22.8,35.8,46.9,7.1,0.0,Wheat,Winter,0
26.3,79.6,20.6,7.8,0.5,Soybean,Autumn,1
23.6,62.1,12.2,3.5,0.5,Corn,Winter,1
23.6,55.8,20.9,1.4,0.0,Rice,Spring,1
38.9,32.2,46.3,11.6,0.0,Soybean,Summer,0
35.8,47.9,54.0,3.5,2.0,Wheat,Winter,0
20.1,72.3,34.3,0.3,2.0,Corn,Summer,0
32.0,53.1,56.2,9.4,0.5,Corn,Summer,0
28.4,50.6,20.8,1.8,0.5,Soybean,Summer,1
35.8,46.2,41.3,10.5,2.0,Soybean,Spring,0
30.8,34.1,34.8,0.4,0.0,Wheat,Spring,0
30.9,63.7,41.4,9.8,2.0,Soybean,Summer,0
21.3,38.0,56.5,9.7,2.0,Soybean,Winter,0
30.0,44.7,17.4,0.6,0.0,Soybean,Winter,1
28.8,55.6,25.0,6.9,2.0,Corn,Spring,0
37.6,33.4,32.7,12.5,0.0,Rice,Autumn,0
24.4,66.5,23.0,5.0,0.5,Corn,Autumn,1
34.2,36.1,51.3,0.9,0.5,Soybean,Autumn,0
39.9,56.4,25.4,5.6,0.0,Soybean,Summer,1
29.9,71.4,34.5,6.0,0.5,Soybean,Spring,0
32.8,74.1,29.3,11.5,0.0,Wheat,Winter,1
23.7,37.7,48.0,13.5,0.0,Corn,Winter,0
21.0,62.2,55.5,0.2,0.5,Rice,Winter,0
32.1,60.2,58.9,12.2,0.0,Rice,Summer,0
24.7,53.4,22.6,1.4,0.0,Wheat,Winter,1
33.8,41.5,31.3,1.7,0.0,Soybean,Spring,0
33.3,33.4,31.8,13.1,0.5,Rice,Winter,0
28.6,72.9,41.2,8.6,0.0,Corn,Summer,0
34.4,59.2,59.7,0.6,2.0,Wheat,Autumn,0
23.6,78.2,44.0,11.9,0.0,Soybean,Spring,0
25.6,69.0,47.9,9.9,2.0,Corn,Autumn,0
28.0,44.1,16.6,9.7,2.0,Soybean,Summer,0
31.1,75.3,38.5,1.5,0.0,Rice,Autumn,0
26.4,56.5,52.5,13.7,2.0,Soybean,Summer,0
33.8,36.7,20.2,4.3,0.5,Soybean,Spring,1
27.8,60.9,39.4,0.6,0.0,Wheat,Summer,0
21.5,61.9,49.5,13.6,2.0,Wheat,Autumn,0
33.1,79.3,24.1,10.5,0.0,Wheat,Winter,1
33.1,39.1,59.1,10.5,0.5,Rice,Spring,0
38.4,72.5,22.3,6.4,0.0,Rice,Summer,1
29.4,42.3,57.9,11.7,2.0,Rice,Autumn,0
21.9,64.9,54.1,2.0,0.0,Soybean,Autumn,0
28.4,31.4,25.4,1.0,0.0,Soybean,Summer,1
24.2,60.2,50.4,7.2,0.5,Wheat,Spring,0
34.5,66.6,59.8,4.4,0.5,Wheat,Summer,0
31.0,40.8,51.6,14.7,0.0,Wheat,Autumn,0
39.4,47.8,44.3,2.7,2.0,Soybean,Spring,0
38.6,41.8,51.7,9.0,0.5,Rice,Summer,0
26.0,33.4,44.4,10.3,0.0,Corn,Winter,0
20.6,60.9,58.6,13.2,2.0,Corn,Spring,0
29.5,64.2,56.4,2.2,2.0,Corn,Spring,0
35.7,41.5,37.5,4.4,2.0,Soybean,Autumn,0
26.0,61.1,41.3,7.5,0.5,Rice,Winter,0
31.2,31.4,43.5,3.6,0.0,Wheat,Summer,0
22.3,52.4,37.8,3.0,2.0,Wheat,Spring,0
25.1,42.3,46.4,1.2,0.0,Corn,Spring,0
27.4,57.9,34.9,7.7,0.5,Corn,Winter,0
27.5,71.2,43.6,8.1,0.5,Corn,Winter,0
23.5,31.1,15.3,1.2,0.5,Wheat,Winter,1
38.4,78.2,54.6,5.0,2.0,Corn,Summer,0
32.0,51.6,32.2,7.9,0.5,Rice,Winter,0
25.0,41.8,41.2,1.7,0.0,Soybean,Summer,0
21.4,61.3,45.7,2.3,0.5,Wheat,Spring,0
33.0,37.9,43.6,5.5,0.0,Corn,Autumn,0
34.2,42.6,48.7,1.4,0.5,Corn,Summer,0
30.1,36.6,23.0,11.4,2.0,Wheat,Autumn,0
30.0,79.5,46.0,0.8,0.0,Corn,Winter,0
29.0,42.3,57.8,8.3,0.0,Soybean,Summer,0
28.8,58.4,37.8,7.3,0.5,Soybean,Spring,0
39.8,39.5,53.9,11.8,0.0,Wheat,Spring,0
26.4,45.2,31.5,2.3,0.5,Corn,Spring,0
33.9,60.9,30.8,0.3,2.0,Rice,Winter,0
28.8,78.9,53.5,0.4,0.5,Corn,Autumn,0
20.9,65.4,11.8,12.2,0.5,Soybean,Autumn,1
25.3,59.0,53.3,1.6,2.0,Corn,Autumn,0
20.6,55.3,30.0,11.9,2.0,Soybean,Winter,0
26.6,34.1,28.2,12.8,0.0,Corn,Winter,1
32.2,45.8,11.7,5.5,0.5,Soybean,Winter,1
35.4,76.9,20.8,11.4,2.0,Wheat,Winter,0
39.0,59.7,50.7,11.4,0.0,Soybean,Autumn,0
30.4,70.8,59.5,3.7,2.0,Wheat,Spring,0
31.0,69.7,12.8,8.9,2.0,Soybean,Autumn,0
21.2,65.9,44.6,1.2,0.5,Soybean,Summer,0
23.2,48.2,49.9,1.7,0.5,Rice,Spring,0
38.8,37.8,46.9,9.7,0.5,Rice,Autumn,0
36.6,76.8,18.7,13.8,0.0,Soybean,Winter,1
31.5,75.4,25.8,13.1,2.0,Corn,Summer,0
31.2,69.5,27.2,3.1,0.0,Corn,Summer,1
34.9,53.7,59.1,8.2,0.0,Corn,Summer,0
26.6,62.9,52.4,7.0,0.5,Corn,Summer,0
21.2,74.5,37.5,4.4,0.0,Rice,Spring,0
20.3,76.0,37.6,11.1,0.5,Corn,Winter,0
24.1,37.7,38.6,10.3,2.0,Wheat,Summer,0
38.1,76.1,26.6,13.2,0.0,Wheat,Spring,1
23.1,78.7,40.9,12.6,2.0,Corn,Winter,0
24.3,49.5,39.7,0.4,0.5,Rice,Autumn,0
23.0,68.1,36.3,9.4,0.0,Wheat,Winter,0
26.2,50.0,35.9,11.1,0.0,Soybean,Summer,0
35.0,50.5,21.9,3.6,0.0,Soybean,Winter,1
38.5,33.6,16.7,9.9,2.0,Rice,Spring,0
30.9,71.9,48.3,14.5,2.0,Rice,Summer,0
28.4,64.7,33.2,3.0,2.0,Soybean,Winter,0
38.6,48.4,48.2,5.4,2.0,Wheat,Autumn,0
36.3,54.5,23.3,8.8,0.5,Corn,Summer,1
25.0,72.8,41.7,4.1,2.0,Soybean,Autumn,0
22.6,34.5,38.3,8.6,0.5,Wheat,Autumn,0
37.3,42.8,59.2,2.0,0.0,Wheat,Summer,0
25.9,74.5,44.8,7.4,0.0,Corn,Spring,0
29.8,65.6,49.7,5.5,0.0,Rice,Spring,0
25.3,46.9,35.5,3.7,0.0,Wheat,Autumn,0
30.8,40.9,41.7,9.3,0.0,Rice,Spring,0
28.9,74.0,59.4,0.5,0.0,Wheat,Autumn,0
22.0,68.7,16.7,13.7,2.0,Rice,Autumn,0
26.2,65.8,38.6,4.3,0.5,Rice,Autumn,0
34.4,69.5,52.0,12.7,0.5,Rice,Spring,0
26.4,43.1,18.4,0.8,0.0,Rice,Autumn,1
39.8,32.5,55.7,13.4,0.5,Corn,Spring,0
34.6,56.1,14.5,0.9,0.5,Rice,Autumn,1
38.3,50.1,24.6,7.7,0.0,Corn,Spring,1
22.0,30.1,24.3,4.7,2.0,Rice,Winter,0
20.1,58.2,59.4,12.6,0.5,Wheat,Autumn,0
30.4,74.3,41.5,10.0,0.5,Soybean,Summer,0
39.5,66.3,43.3,8.2,2.0,Corn,Spring,0
29.3,49.9,13.3,6.5,0.5,Soybean,Spring,1
21.3,40.3,41.1,3.9,0.0,Wheat,Spring,0
26.3,41.2,40.7,8.4,0.0,Corn,Spring,0
37.5,59.2,43.0,3.8,2.0,Rice,Winter,0
30.9,67.0,25.0,5.4,2.0,Rice,Spring,0
30.4,66.9,58.2,9.3,0.5,Rice,Summer,0
26.5,46.7,50.8,13.6,2.0,Corn,Winter,0
31.5,78.0,32.5,5.3,2.0,Soybean,Winter,0
34.7,39.1,58.3,12.3,2.0,Corn,Spring,0
39.7,47.4,50.7,8.3,0.5,Soybean,Summer,0
25.2,72.8,26.0,8.0,2.0,Soybean,Spring,0
38.4,73.8,42.5,9.3,2.0,Rice,Summer,0
20.8,34.9,37.3,9.3,0.5,Soybean,Spring,0
21.2,62.0,14.6,5.1,0.5,Corn,Autumn,1
35.9,45.9,41.8,1.8,0.0,Rice,Summer,0
29.9,61.7,41.3,9.7,2.0,Soybean,Winter,0
22.8,71.1,35.6,2.5,0.5,Soybean,Autumn,0
23.4,41.6,59.9,1.9,0.0,Soybean,Autumn,0
24.7,47.1,22.5,9.9,2.0,Corn,Spring,0
20.4,45.3,47.8,4.9,0.5,Corn,Summer,0
38.1,76.3,25.8,6.3,2.0,Soybean,Spring,0
20.8,70.3,54.5,5.4,0.5,Corn,Spring,0
33.4,54.1,51.8,0.4,0.5,Corn,Winter,0
22.8,60.9,14.8,5.0,0.5,Rice,Spring,1
37.8,77.4,15.2,11.0,0.5,Soybean,Autumn,1
36.8,71.4,14.3,11.8,0.5,Rice,Autumn,1
32.4,37.8,39.3,9.0,2.0,Soybean,Autumn,0
31.0,73.8,34.7,13.1,2.0,Soybean,Winter,0
21.9,38.2,23.8,4.3,0.5,Wheat,Winter,1
39.8,57.9,54.5,13.8,0.0,Rice,Summer,0
21.8,77.1,26.8,3.9,0.0,Corn,Autumn,1
27.3,32.6,18.5,6.8,0.0,Rice,Spring,1
35.6,35.0,29.9,12.9,2.0,Wheat,Summer,0
39.5,59.9,25.3,7.8,0.0,Rice,Winter,1
34.6,40.1,28.3,4.6,2.0,Rice,Winter,0
23.4,54.5,21.7,1.5,0.5,Soybean,Summer,1
32.3,37.3,23.0,0.5,2.0,Wheat,Autumn,0
38.3,32.3,54.0,2.5,2.0,Soybean,Spring,0
35.2,53.9,15.9,4.1,2.0,Corn,Summer,0
23.2,59.2,52.0,0.9,2.0,Rice,Autumn,0
32.2,54.4,19.8,8.4,0.0,Rice,Spring,1
39.7,64.3,48.2,9.9,0.0,Wheat,Winter,0
38.9,33.6,13.8,4.7,2.0,Wheat,Summer,0
30.4,44.5,16.3,5.2,2.0,Soybean,Summer,0
26.3,36.5,58.1,13.3,0.0,Wheat,Spring,0
38.5,34.1,34.3,2.8,0.0,Corn,Summer,0
20.1,66.3,27.3,7.6,0.0,Wheat,Spring,1
25.2,34.0,16.3,6.7,2.0,Soybean,Spring,0
30.7,69.0,51.7,8.6,0.0,Corn,Spring,0
34.9,61.6,44.8,1.6,2.0,Soybean,Autumn,0
20.2,61.9,52.0,7.8,0.0,Corn,Spring,0
21.7,40.7,37.4,7.0,2.0,Wheat,Autumn,0
33.3,38.1,30.9,8.1,0.0,Corn,Spring,0
29.4,35.9,11.7,9.1,0.0,Corn,Spring,1
32.9,32.7,52.7,14.5,0.5,Corn,Autumn,0
26.8,47.5,39.8,8.7,0.5,Soybean,Spring,0
34.8,31.9,58.5,12.6,2.0,Corn,Autumn,0
22.8,59.4,53.1,14.0,2.0,Soybean,Winter,0
22.9,51.5,57.0,0.6,0.0,Soybean,Winter,0
32.6,52.0,55.0,14.5,0.0,Soybean,Autumn,0
36.5,71.1,34.4,14.3,0.5,Wheat,Spring,0
25.7,70.3,31.2,6.1,0.5,Wheat,Spring,0
26.6,77.0,36.7,4.8,0.0,Soybean,Autumn,0
25.7,42.1,36.9,13.5,2.0,Rice,Spring,0
28.4,54.0,20.6,4.9,0.0,Soybean,Spring,1
26.5,53.3,23.1,7.8,0.5,Corn,Summer,1
23.8,49.4,58.7,10.4,2.0,Wheat,Spring,0
37.3,68.2,41.5,9.7,0.5,Corn,Winter,0
21.1,40.5,29.2,0.6,2.0,Rice,Summer,0
22.5,49.9,36.7,9.1,0.0,Soybean,Autumn,0
39.6,46.3,36.2,4.3,0.0,Wheat,Winter,0
20.5,51.3,20.9,7.4,2.0,Soybean,Summer,0
34.8,69.6,53.1,12.7,2.0,Soybean,Spring,0
27.8,63.1,40.9,5.5,2.0,Corn,Autumn,0
26.7,78.9,10.1,10.9,2.0,Corn,Summer,0
28.4,50.9,45.2,12.3,0.5,Rice,Summer,0
29.2,70.6,57.8,5.6,2.0,Soybean,Summer,0
36.9,77.9,21.9,11.0,0.0,Corn,Spring,1
27.5,52.9,30.6,4.8,2.0,Soybean,Autumn,0
34.0,56.7,18.2,8.9,0.0,Soybean,Autumn,1
24.8,40.7,36.1,3.4,0.5,Wheat,Winter,0
25.7,73.7,56.3,1.6,0.5,Soybean,Spring,0
36.9,66.3,10.6,2.0,0.5,Soybean,Winter,1
22.3,63.8,55.0,13.2,0.0,Soybean,Summer,0
35.0,57.5,16.7,5.2,2.0,Rice,Autumn,0
27.1,51.0,16.0,7.9,2.0,Wheat,Summer,0
32.4,33.0,26.4,2.4,0.0,Rice,Winter,1
32.8,69.6,13.4,7.7,2.0,Corn,Winter,0
26.8,62.0,17.8,8.8,0.0,Soybean,Autumn,1
26.8,77.6,28.6,3.2,2.0,Soybean,Autumn,0
33.5,66.0,47.9,5.5,2.0,Wheat,Winter,0
28.4,49.9,38.8,10.2,2.0,Rice,Winter,0
38.5,50.8,43.7,8.3,0.0,Wheat,Spring,0
36.2,56.1,26.8,8.0,0.5,Corn,Summer,1
32.5,66.1,34.9,13.4,0.5,Soybean,Autumn,0
30.0,67.4,46.2,6.8,0.0,Soybean,Autumn,0
27.8,36.0,51.9,4.2,0.0,Soybean,Winter,0
35.1,44.3,37.4,0.2,0.0,Corn,Summer,0
28.4,64.1,40.9,11.7,2.0,Corn,Winter,0
35.9,78.7,27.0,7.8,0.0,Soybean,Spring,1
40.0,31.6,11.7,8.5,0.5,Corn,Spring,1
38.9,39.6,20.5,0.9,0.0,Soybean,Winter,1
23.9,31.0,54.6,10.8,2.0,Wheat,Winter,0
25.1,51.4,58.1,8.3,0.0,Rice,Autumn,0
38.2,54.1,12.3,8.1,0.0,Soybean,Spring,1
34.6,30.9,19.9,7.4,2.0,Rice,Winter,0
32.6,78.7,28.6,0.4,0.0,Rice,Spring,1
34.8,51.8,28.1,14.7,2.0,Wheat,Autumn,0
33.4,64.5,15.6,12.2,0.5,Corn,Summer,1
22.6,41.6,38.7,11.6,0.5,Wheat,Autumn,0
31.9,35.9,57.6,11.5,0.5,Corn,Winter,0
30.8,75.7,57.4,9.2,2.0,Soybean,Autumn,0
28.6,46.5,20.7,5.7,0.5,Corn,Summer,1
35.5,72.5,32.8,14.7,0.0,Rice,Summer,0
26.2,46.8,36.5,9.1,0.5,Rice,Spring,0
36.3,33.0,47.2,11.5,0.0,Wheat,Autumn,0
20.7,60.5,35.1,8.9,2.0,Rice,Winter,0
21.5,33.5,40.7,0.4,2.0,Wheat,Autumn,0
25.9,75.2,45.7,13.2,0.5,Soybean,Summer,0
36.5,67.5,15.3,3.2,0.5,Soybean,Spring,1
38.7,77.8,18.3,7.4,0.5,Wheat,Winter,1
23.8,45.0,35.8,14.4,2.0,Soybean,Autumn,0
39.7,53.1,40.9,12.9,2.0,Rice,Winter,0
34.3,78.1,40.1,10.8,0.5,Wheat,Spring,0
25.7,58.8,29.7,11.4,2.0,Wheat,Summer,0
26.8,34.2,10.7,12.3,0.5,Soybean,Spring,1
29.7,51.3,33.0,3.1,2.0,Soybean,Spring,0
40.0,52.1,49.1,8.6,0.0,Soybean,Summer,0
22.5,48.1,15.8,5.2,0.5,Soybean,Summer,1
25.9,67.8,15.1,1.9,0.0,Rice,Autumn,1
36.0,75.6,20.6,5.3,0.0,Corn,Autumn,1
24.0,43.6,26.0,10.9,2.0,Wheat,Autumn,0
28.0,37.3,44.2,10.7,0.5,Rice,Winter,0
39.6,37.7,57.4,2.5,2.0,Rice,Autumn,0
21.8,32.9,14.8,7.6,0.0,Wheat,Spring,1
33.0,72.8,55.3,12.5,0.5,Wheat,Summer,0
27.3,67.5,17.1,1.1,0.5,Corn,Autumn,1
25.4,68.8,36.3,2.7,0.0,Rice,Summer,0
20.2,58.0,40.9,6.7,2.0,Wheat,Autumn,0
38.8,71.1,41.4,2.1,0.0,Soybean,Winter,0
33.1,31.1,31.3,3.1,0.5,Soybean,Summer,0
29.9,70.6,30.2,6.6,0.5,Corn,Spring,0
23.5,67.5,32.9,5.2,2.0,Soybean,Winter,0
37.1,46.8,59.6,11.6,2.0,Soybean,Spring,0
39.8,43.3,54.8,1.2,0.5,Rice,Summer,0
31.6,66.2,13.2,1.6,0.0,Wheat,Spring,1
28.2,34.1,55.0,11.1,2.0,Wheat,Summer,0
28.4,43.7,30.1,3.2,0.0,Soybean,Winter,0
32.0,50.2,51.3,8.6,2.0,Soybean,Summer,0
37.9,35.3,14.9,12.0,0.0,Corn,Spring,1
25.9,47.9,40.8,14.5,0.0,Corn,Autumn,0
20.9,34.1,31.9,6.4,0.0,Rice,Spring,0
39.0,46.7,20.5,13.8,2.0,Corn,Summer,0
35.2,56.9,17.5,6.5,0.5,Soybean,Autumn,1
34.0,78.4,26.2,5.3,0.5,Rice,Autumn,1
29.1,69.2,35.1,5.5,0.5,Soybean,Summer,0
25.1,67.6,19.1,1.8,0.0,Rice,Winter,1
21.3,36.9,28.8,6.1,0.5,Rice,Winter,1
37.7,31.5,38.6,9.3,0.5,Wheat,Winter,0
31.7,38.2,35.2,9.8,0.0,Wheat,Spring,0
24.0,46.5,57.1,6.4,0.5,Wheat,Spring,0
33.4,75.4,57.8,2.7,2.0,Wheat,Autumn,0
36.0,63.6,27.7,13.0,0.5,Rice,Spring,1
33.7,71.4,14.2,7.1,2.0,Rice,Autumn,0
30.3,39.0,15.8,8.3,0.5,Rice,Summer,1
21.8,31.4,34.1,0.9,0.5,Rice,Autumn,0
39.4,47.2,16.7,9.0,2.0,Wheat,Summer,0
34.6,44.4,42.9,4.9,2.0,Soybean,Spring,0
23.7,45.8,59.5,8.6,2.0,Soybean,Summer,0
21.0,50.8,42.6,0.0,2.0,Corn,Winter,0
34.6,48.1,46.8,12.2,0.0,Wheat,Summer,0
38.7,75.2,37.0,2.4,0.5,Corn,Summer,0
30.5,55.3,16.7,4.4,0.0,Corn,Summer,1
35.9,39.1,21.7,8.4,0.5,Wheat,Autumn,1
39.2,45.0,25.8,12.0,0.0,Soybean,Winter,1
23.7,37.1,56.7,6.5,0.0,Corn,Spring,0
29.7,51.9,39.6,11.1,2.0,Soybean,Winter,0
36.7,32.5,56.7,2.6,0.0,Wheat,Autumn,0
35.7,48.2,19.6,15.0,2.0,Wheat,Summer,0
32.2,70.0,36.6,6.7,0.5,Soybean,Winter,0
21.5,61.5,45.7,4.4,0.5,Rice,Winter,0
23.1,59.5,35.4,8.5,2.0,Corn,Summer,0
24.0,62.8,38.6,0.4,2.0,Wheat,Winter,0
35.4,30.8,21.2,3.2,0.5,Wheat,Winter,1
23.8,72.1,48.2,8.9,0.5,Rice,Spring,0
31.1,32.5,17.8,13.7,0.5,Wheat,Autumn,1
24.6,66.2,49.0,14.4,0.5,Soybean,Winter,0
25.0,69.8,40.3,13.2,2.0,Wheat,Spring,0
39.4,39.2,58.9,14.5,2.0,Rice,Summer,0
34.6,44.6,48.7,8.6,0.5,Wheat,Summer,0
24.4,59.4,49.0,13.9,2.0,Wheat,Spring,0
30.6,34.8,26.3,4.4,0.0,Soybean,Summer,1
38.4,50.8,35.5,3.0,2.0,Soybean,Summer,0
32.5,50.5,23.9,2.3,2.0,Soybean,Winter,0
20.9,68.4,46.6,5.2,0.5,Corn,Spring,0
35.2,58.1,12.7,2.6,2.0,Rice,Autumn,0
25.2,45.9,16.2,6.9,2.0,Soybean,Winter,0
35.1,76.1,18.2,8.6,2.0,Corn,Summer,0
38.7,62.8,27.1,1.2,0.0,Wheat,Autumn,1
22.0,41.6,55.8,6.0,0.5,Rice,Summer,0
38.0,74.5,41.5,3.6,0.5,Corn,Spring,0
22.6,40.6,21.6,1.6,0.0,Soybean,Autumn,1
31.5,53.6,21.2,2.8,0.0,Corn,Winter,1
37.9,71.1,58.0,0.6,0.0,Wheat,Spring,0
32.3,59.3,44.0,4.3,2.0,Corn,Summer,0
34.7,35.9,10.1,14.4,0.0,Rice,Spring,1
33.0,69.7,27.4,4.6,2.0,Corn,Summer,0
38.2,38.2,32.8,2.6,2.0,Rice,Summer,0
29.3,33.1,12.8,7.5,0.0,Soybean,Winter,1
28.0,33.7,10.6,9.3,0.5,Wheat,Summer,1
33.8,68.7,10.0,9.3,0.0,Soybean,Winter,1
25.5,66.8,12.1,0.8,0.5,Soybean,Autumn,1
24.0,49.7,24.8,4.5,2.0,Corn,Spring,0
22.4,74.4,23.0,12.0,0.5,Rice,Summer,1
22.2,73.4,16.4,2.4,0.0,Soybean,Autumn,1
33.5,64.7,45.2,8.3,0.0,Wheat,Winter,0
34.9,37.0,23.7,5.1,2.0,Rice,Summer,0
35.4,51.0,47.7,1.6,0.0,Wheat,Summer,0
30.9,61.2,24.9,1.2,2.0,Soybean,Winter,0
29.1,51.2,48.2,2.7,2.0,Corn,Spring,0
28.6,31.7,41.7,2.1,0.5,Rice,Winter,0
22.6,38.6,30.0,14.6,0.0,Soybean,Summer,0
34.1,58.8,38.8,4.1,0.0,Wheat,Winter,0
25.3,63.8,49.6,0.5,2.0,Soybean,Autumn,0
27.1,79.6,25.0,1.8,0.0,Wheat,Spring,1
33.1,43.6,26.7,5.5,2.0,Corn,Winter,0
37.7,69.7,42.7,7.2,0.0,Corn,Autumn,0
29.8,32.8,53.9,0.3,2.0,Wheat,Spring,0
28.2,47.8,24.0,12.6,0.5,Soybean,Autumn,1
30.0,55.1,49.7,3.5,0.5,Rice,Spring,0
30.7,73.7,48.9,2.3,0.5,Rice,Spring,0
39.6,58.0,13.5,9.7,0.5,Soybean,Spring,1
22.6,62.7,42.8,13.9,2.0,Corn,Winter,0
26.0,69.8,58.9,9.6,0.5,Corn,Summer,0
34.1,33.5,23.0,10.5,0.0,Corn,Spring,1
37.3,72.4,19.3,4.3,0.0,Rice,Autumn,1
30.1,34.4,46.7,11.2,0.5,Rice,Autumn,0
25.7,56.2,38.1,8.9,0.0,Corn,Spring,0
28.5,72.1,19.3,10.5,2.0,Wheat,Autumn,0
29.5,45.0,28.2,6.8,2.0,Corn,Summer,0
34.9,60.0,27.4,9.2,0.0,Rice,Summer,1
30.3,45.6,16.9,9.5,2.0,Wheat,Spring,0
31.8,61.7,29.3,0.1,0.0,Rice,Summer,1
37.3,64.6,35.2,7.4,0.0,Rice,Summer,0
30.1,76.2,12.1,10.9,2.0,Rice,Autumn,0
34.1,36.4,23.5,2.0,0.5,Soybean,Autumn,1
21.4,54.1,29.9,14.5,2.0,Wheat,Autumn,0
37.0,46.2,17.4,5.5,0.0,Wheat,Winter,1
35.5,57.2,15.0,14.9,0.5,Wheat,Summer,1
32.3,60.9,56.8,0.9,0.5,Rice,Autumn,0
24.9,58.4,15.0,2.4,2.0,Soybean,Summer,0
33.6,57.4,50.3,2.6,0.5,Rice,Autumn,0
26.5,47.8,25.9,5.9,2.0,Soybean,Summer,0
34.2,66.2,53.8,10.9,0.0,Wheat,Summer,0
38.8,71.1,33.4,1.8,0.5,Soybean,Summer,0
21.6,75.3,29.7,3.0,0.0,Corn,Summer,1
37.9,38.6,24.4,9.4,2.0,Wheat,Spring,0
37.9,60.1,44.9,1.1,0.5,Corn,Autumn,0
37.8,48.2,18.3,0.2,0.0,Rice,Summer,1
26.2,46.6,49.3,5.6,0.5,Soybean,Summer,0
26.8,69.3,41.5,7.0,0.5,Wheat,Spring,0
31.0,40.3,42.9,5.2,2.0,Soybean,Winter,0
21.2,63.1,10.3,1.6,2.0,Soybean,Winter,0
30.8,38.4,23.1,11.7,2.0,Corn,Spring,0
35.1,46.2,56.4,1.9,2.0,Corn,Autumn,0
33.6,57.2,12.3,14.4,2.0,Corn,Autumn,0
39.9,56.4,15.6,9.5,0.0,Rice,Autumn,1
31.2,37.4,41.0,1.4,2.0,Soybean,Spring,0
23.4,30.9,22.7,0.0,0.5,Corn,Spring,1
31.7,70.4,37.8,10.1,0.0,Wheat,Summer,0
38.2,32.9,18.4,3.9,2.0,Soybean,Autumn,0
29.6,56.5,24.3,6.4,0.5,Soybean,Summer,1
23.3,69.0,22.1,5.7,2.0,Wheat,Winter,0
31.2,76.8,16.8,2.6,0.0,Corn,Winter,1
24.0,43.3,27.3,1.5,0.0,Soybean,Autumn,1
33.1,74.6,53.8,7.8,0.0,Corn,Summer,0
28.2,59.2,46.1,9.3,0.0,Wheat,Winter,0
31.3,62.7,35.2,6.5,2.0,Wheat,Summer,0
34.9,56.8,45.1,5.5,0.5,Wheat,Summer,0
27.9,77.6,38.7,9.1,0.5,Corn,Autumn,0
28.6,43.5,25.0,14.2,2.0,Soybean,Summer,0
33.0,32.2,59.2,7.2,0.5,Soybean,Autumn,0
27.0,44.6,18.7,9.4,0.5,Wheat,Autumn,1
26.7,34.6,59.1,8.2,0.0,Rice,Winter,0
36.6,73.3,35.6,13.6,2.0,Rice,Autumn,0
40.0,52.1,37.3,8.1,0.0,Rice,Winter,0
23.5,34.9,57.3,12.7,0.5,Corn,Winter,0
28.2,31.7,14.2,7.5,0.5,Soybean,Winter,1
22.0,67.9,38.6,12.0,0.5,Rice,Summer,0
24.1,41.6,55.9,7.6,0.0,Rice,Spring,0
21.7,44.8,26.1,11.5,0.5,Rice,Spring,1
25.6,55.6,35.6,2.9,0.5,Rice,Summer,0
27.0,36.4,53.4,2.5,0.5,Rice,Autumn,0
37.0,48.0,53.4,2.6,0.5,Rice,Summer,0
35.7,64.1,60.0,11.5,0.5,Soybean,Winter,0
24.8,43.7,28.9,1.2,0.0,Rice,Autumn,1
24.2,46.8,59.0,9.2,0.0,Corn,Summer,0
24.9,56.2,28.0,5.4,2.0,Wheat,Autumn,0
20.6,46.2,29.6,0.4,2.0,Corn,Autumn,0
25.5,65.5,20.8,14.1,0.0,Rice,Winter,1
27.7,30.6,25.1,8.8,0.5,Corn,Summer,1
36.3,50.4,51.2,1.7,0.0,Corn,Summer,0
27.4,55.6,44.2,14.5,2.0,Corn,Autumn,0
36.9,49.5,12.8,8.7,2.0,Corn,Summer,0
30.0,55.4,56.8,4.7,0.5,Corn,Winter,0
32.2,39.1,54.0,10.5,0.0,Soybean,Summer,0
34.2,56.8,52.5,7.0,0.0,Wheat,Spring,0
36.7,35.7,45.4,8.8,0.5,Corn,Summer,0
34.1,54.4,46.8,5.4,0.0,Rice,Winter,0
33.9,70.0,40.0,11.6,2.0,Rice,Summer,0
31.2,61.1,54.7,13.6,2.0,Soybean,Autumn,0
36.1,73.7,53.1,12.0,2.0,Wheat,Spring,0
33.0,58.8,39.6,12.0,2.0,Soybean,Autumn,0
22.8,55.6,23.7,7.1,0.0,Soybean,Autumn,1
30.8,40.8,24.3,12.2,0.0,Wheat,Spring,1
36.4,50.5,23.8,13.6,2.0,Rice,Spring,0
20.2,64.9,12.7,13.5,0.0,Rice,Winter,1
30.3,77.9,20.4,1.8,0.5,Rice,Autumn,1
34.4,42.3,42.1,5.4,2.0,Corn,Autumn,0
28.4,36.4,39.3,14.5,2.0,Soybean,Spring,0
28.8,67.5,15.5,6.1,2.0,Soybean,Autumn,0
26.3,61.1,51.3,12.0,0.5,Wheat,Autumn,0
24.1,53.7,35.1,0.3,2.0,Rice,Autumn,0
29.2,33.2,24.5,12.9,0.5,Wheat,Autumn,1
26.1,39.1,35.4,5.4,0.0,Soybean,Summer,0
